pair_id,paper_id,dataset_norm,horizon_bucket,metric_name,model_name,model_scale,has_covariates,zero_shot,metric_num,baseline_metric,baseline_family,delta,delta_rel,vi,source,n_series_num,baseline_n_series
B02_fev_m5_1D__TiRex__SQL,B02_fev_m5_1D,M5,long,SQL,TiRex,7.544068044350276,TRUE,TRUE,0.7144,0.9079,ML_TREE,-0.1935,-0.21312919925101884,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__TiRex__MASE,B02_fev_m5_1D,M5,long,MASE,TiRex,7.544068044350276,TRUE,TRUE,0.8753,0.9079,ML_TREE,-0.03260000000000007,-0.03590703822006837,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__TiRex__WAPE,B02_fev_m5_1D,M5,long,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.7025,0.7322,ML_TREE,-0.02969999999999995,-0.04056268779022118,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__TimesFM-2.5__SQL,B02_fev_m5_1D,M5,long,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.7189,0.9079,ML_TREE,-0.18900000000000006,-0.20817270624518125,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__TimesFM-2.5__MASE,B02_fev_m5_1D,M5,long,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.8721,0.9079,ML_TREE,-0.035800000000000054,-0.039431655468664006,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__TimesFM-2.5__WAPE,B02_fev_m5_1D,M5,long,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.6968,0.7322,ML_TREE,-0.03539999999999999,-0.04834744605299097,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__Toto-1.0__SQL,B02_fev_m5_1D,M5,long,SQL,Toto-1.0,8,TRUE,TRUE,0.7076,0.9079,ML_TREE,-0.20030000000000003,-0.22061901090428465,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__Toto-1.0__MASE,B02_fev_m5_1D,M5,long,MASE,Toto-1.0,8,TRUE,TRUE,0.8683,0.9079,ML_TREE,-0.03960000000000008,-0.043617138451371384,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1D__Toto-1.0__WAPE,B02_fev_m5_1D,M5,long,WAPE,Toto-1.0,8,TRUE,TRUE,0.6986,0.7322,ML_TREE,-0.03359999999999996,-0.045889101338432076,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1M__Chronos-2__SQL,B02_fev_m5_1M,M5,medium,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,0.977,1.1692,ML_TREE,-0.19220000000000004,-0.16438590489223404,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Chronos-2__MASE,B02_fev_m5_1M,M5,medium,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,1.1638,1.1692,ML_TREE,-0.005400000000000071,-0.004618542593226199,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Chronos-2__WAPE,B02_fev_m5_1M,M5,medium,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.4289,0.4387,ML_TREE,-0.009799999999999975,-0.022338728060177743,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Chronos-Bolt-Base__SQL,B02_fev_m5_1M,M5,medium,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.0001,1.1692,ML_TREE,-0.16910000000000003,-0.14462880602121111,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Chronos-Bolt-Base__MASE,B02_fev_m5_1M,M5,medium,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.1852,1.1692,ML_TREE,0.016000000000000014,0.013684570646595975,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Chronos-Bolt-Base__WAPE,B02_fev_m5_1M,M5,medium,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.4455,0.4387,ML_TREE,0.006800000000000028,0.015500341919307109,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Moirai-2.0-Small__SQL,B02_fev_m5_1M,M5,medium,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.996,1.1692,ML_TREE,-0.17320000000000002,-0.14813547724940132,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Moirai-2.0-Small__MASE,B02_fev_m5_1M,M5,medium,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.177,1.1692,ML_TREE,0.007800000000000029,0.006671228190215556,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Moirai-2.0-Small__WAPE,B02_fev_m5_1M,M5,medium,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.4363,0.4387,ML_TREE,-0.0023999999999999577,-0.005470708912696507,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TabPFN-TS__SQL,B02_fev_m5_1M,M5,medium,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.0017,1.1692,ML_TREE,-0.16749999999999998,-0.14326034895655146,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TabPFN-TS__MASE,B02_fev_m5_1M,M5,medium,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.1871,1.1692,ML_TREE,0.017900000000000027,0.015309613410879257,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TabPFN-TS__WAPE,B02_fev_m5_1M,M5,medium,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.4365,0.4387,ML_TREE,-0.0021999999999999797,-0.005014816503305174,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TiRex__SQL,B02_fev_m5_1M,M5,medium,SQL,TiRex,7.544068044350276,TRUE,TRUE,0.974,1.1692,ML_TREE,-0.19520000000000004,-0.16695176188847077,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TiRex__MASE,B02_fev_m5_1M,M5,medium,MASE,TiRex,7.544068044350276,TRUE,TRUE,1.1629,1.1692,ML_TREE,-0.006299999999999972,-0.005388299692097137,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TiRex__WAPE,B02_fev_m5_1M,M5,medium,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.4306,0.4387,ML_TREE,-0.008099999999999996,-0.01846364258035103,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TimesFM-2.5__SQL,B02_fev_m5_1M,M5,medium,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.9798,1.1692,ML_TREE,-0.1894,-0.16199110502907973,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TimesFM-2.5__MASE,B02_fev_m5_1M,M5,medium,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.1576,1.1692,ML_TREE,-0.011600000000000055,-0.00992131371878212,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__TimesFM-2.5__WAPE,B02_fev_m5_1M,M5,medium,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.4249,0.4387,ML_TREE,-0.013799999999999979,-0.03145657624800542,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Toto-1.0__SQL,B02_fev_m5_1M,M5,medium,SQL,Toto-1.0,8,TRUE,TRUE,1.044,1.1692,ML_TREE,-0.12519999999999998,-0.10708176530961339,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Toto-1.0__MASE,B02_fev_m5_1M,M5,medium,MASE,Toto-1.0,8,TRUE,TRUE,1.2422,1.1692,ML_TREE,0.07299999999999995,0.06243585357509404,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1M__Toto-1.0__WAPE,B02_fev_m5_1M,M5,medium,WAPE,Toto-1.0,8,TRUE,TRUE,0.4597,0.4387,ML_TREE,0.02100000000000002,0.04786870298609533,6.811061163329247e-5,LIT,29364,29364
B02_fev_m5_1W__Chronos-2__SQL,B02_fev_m5_1W,M5,medium,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,0.9002,1.1347,ML_TREE,-0.23450000000000004,-0.20666255397902533,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Chronos-2__MASE,B02_fev_m5_1W,M5,medium,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,1.14,1.1347,ML_TREE,0.00529999999999986,0.004670838106988508,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Chronos-2__WAPE,B02_fev_m5_1W,M5,medium,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.4283,0.4229,ML_TREE,0.005400000000000016,0.012768976117285448,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Chronos-Bolt-Base__SQL,B02_fev_m5_1W,M5,medium,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.9165,1.1347,ML_TREE,-0.21820000000000006,-0.19229752357451313,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Chronos-Bolt-Base__MASE,B02_fev_m5_1W,M5,medium,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.1647,1.1347,ML_TREE,0.030000000000000027,0.026438706265973406,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Chronos-Bolt-Base__WAPE,B02_fev_m5_1W,M5,medium,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.4334,0.4229,ML_TREE,0.01050000000000001,0.024828564672499432,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Moirai-2.0-Small__SQL,B02_fev_m5_1W,M5,medium,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.907,1.1347,ML_TREE,-0.2277,-0.200669780558738,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Moirai-2.0-Small__MASE,B02_fev_m5_1W,M5,medium,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.15,1.1347,ML_TREE,0.01529999999999987,0.013483740195646311,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Moirai-2.0-Small__WAPE,B02_fev_m5_1W,M5,medium,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.4286,0.4229,ML_TREE,0.005699999999999983,0.013478363679356781,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TabPFN-TS__SQL,B02_fev_m5_1W,M5,medium,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.9282,1.1347,ML_TREE,-0.20650000000000002,-0.18198642813078347,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TabPFN-TS__MASE,B02_fev_m5_1W,M5,medium,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.1605,1.1347,ML_TREE,0.025800000000000045,0.02273728738873715,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TabPFN-TS__WAPE,B02_fev_m5_1W,M5,medium,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.4358,0.4229,ML_TREE,0.012900000000000023,0.030503665169070757,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TiRex__SQL,B02_fev_m5_1W,M5,medium,SQL,TiRex,7.544068044350276,TRUE,TRUE,0.9026,1.1347,ML_TREE,-0.23210000000000008,-0.2045474574777475,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TiRex__MASE,B02_fev_m5_1W,M5,medium,MASE,TiRex,7.544068044350276,TRUE,TRUE,1.1477,1.1347,ML_TREE,0.0129999999999999,0.011456772715255045,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TiRex__WAPE,B02_fev_m5_1W,M5,medium,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.4281,0.4229,ML_TREE,0.005199999999999982,0.012296051075904427,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TimesFM-2.5__SQL,B02_fev_m5_1W,M5,medium,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.889,1.1347,ML_TREE,-0.24570000000000003,-0.21653300431832204,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TimesFM-2.5__MASE,B02_fev_m5_1W,M5,medium,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.1222,1.1347,ML_TREE,-0.012499999999999956,-0.011016127610822204,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__TimesFM-2.5__WAPE,B02_fev_m5_1W,M5,medium,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.4201,0.4229,ML_TREE,-0.0028000000000000247,-0.006620950579333234,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Toto-1.0__SQL,B02_fev_m5_1W,M5,medium,SQL,Toto-1.0,8,TRUE,TRUE,0.905,1.1347,ML_TREE,-0.22970000000000002,-0.20243236097646955,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Toto-1.0__MASE,B02_fev_m5_1W,M5,medium,MASE,Toto-1.0,8,TRUE,TRUE,1.1448,1.1347,ML_TREE,0.010099999999999998,0.00890103110954437,6.559527714004592e-5,LIT,30490,30490
B02_fev_m5_1W__Toto-1.0__WAPE,B02_fev_m5_1W,M5,medium,WAPE,Toto-1.0,8,TRUE,TRUE,0.4278,0.4229,ML_TREE,0.0049000000000000155,0.011586663513833095,6.559527714004592e-5,LIT,30490,30490
B02_fev_restaurant__Chronos-2__SQL,B02_fev_restaurant,Restaurant,long,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,0.6853,0.9515,ML_TREE,-0.2662,-0.2797687861271676,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Chronos-2__MASE,B02_fev_restaurant,Restaurant,long,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,0.8599,0.9515,ML_TREE,-0.09160000000000001,-0.09626904887020496,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Chronos-2__WAPE,B02_fev_restaurant,Restaurant,long,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.3584,0.4055,ML_TREE,-0.04710000000000003,-0.11615289765721339,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Chronos-Bolt-Base__SQL,B02_fev_restaurant,Restaurant,long,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.689,0.9515,ML_TREE,-0.26250000000000007,-0.2758801891749869,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Chronos-Bolt-Base__MASE,B02_fev_restaurant,Restaurant,long,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.866,0.9515,ML_TREE,-0.08550000000000002,-0.08985811875985289,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Chronos-Bolt-Base__WAPE,B02_fev_restaurant,Restaurant,long,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.3649,0.4055,ML_TREE,-0.040600000000000025,-0.10012330456226885,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Moirai-2.0-Small__SQL,B02_fev_restaurant,Restaurant,long,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.681,0.9515,ML_TREE,-0.27049999999999996,-0.2842879663688912,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Moirai-2.0-Small__MASE,B02_fev_restaurant,Restaurant,long,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.852,0.9515,ML_TREE,-0.09950000000000003,-0.10457172884918553,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Moirai-2.0-Small__WAPE,B02_fev_restaurant,Restaurant,long,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.3573,0.4055,ML_TREE,-0.04820000000000002,-0.11886559802712705,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TabPFN-TS__SQL,B02_fev_restaurant,Restaurant,long,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.693,0.9515,ML_TREE,-0.25850000000000006,-0.27167630057803477,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TabPFN-TS__MASE,B02_fev_restaurant,Restaurant,long,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.8689,0.9515,ML_TREE,-0.0826,-0.08681029952706254,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TabPFN-TS__WAPE,B02_fev_restaurant,Restaurant,long,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.3642,0.4055,ML_TREE,-0.0413,-0.10184956843403206,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TiRex__SQL,B02_fev_restaurant,Restaurant,long,SQL,TiRex,7.544068044350276,TRUE,TRUE,0.6816,0.9515,ML_TREE,-0.26990000000000003,-0.2836573830793484,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TiRex__MASE,B02_fev_restaurant,Restaurant,long,MASE,TiRex,7.544068044350276,TRUE,TRUE,0.8522,0.9515,ML_TREE,-0.09930000000000005,-0.10436153441933795,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TiRex__WAPE,B02_fev_restaurant,Restaurant,long,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.3584,0.4055,ML_TREE,-0.04710000000000003,-0.11615289765721339,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TimesFM-2.5__SQL,B02_fev_restaurant,Restaurant,long,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.6774,0.9515,ML_TREE,-0.2741,-0.2880714661061482,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TimesFM-2.5__MASE,B02_fev_restaurant,Restaurant,long,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.8503,0.9515,ML_TREE,-0.10120000000000007,-0.10635838150289025,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__TimesFM-2.5__WAPE,B02_fev_restaurant,Restaurant,long,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.357,0.4055,ML_TREE,-0.04850000000000004,-0.11960542540073993,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Toto-1.0__SQL,B02_fev_restaurant,Restaurant,long,SQL,Toto-1.0,8,TRUE,TRUE,0.704,0.9515,ML_TREE,-0.24750000000000005,-0.2601156069364162,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Toto-1.0__MASE,B02_fev_restaurant,Restaurant,long,MASE,Toto-1.0,8,TRUE,TRUE,0.8859,0.9515,ML_TREE,-0.06559999999999999,-0.06894377299001575,0.0024600246002460025,LIT,813,813
B02_fev_restaurant__Toto-1.0__WAPE,B02_fev_restaurant,Restaurant,long,WAPE,Toto-1.0,8,TRUE,TRUE,0.3732,0.4055,ML_TREE,-0.03230000000000005,-0.07965474722564747,0.0024600246002460025,LIT,813,813
B02_fev_rohlik_orders_1D__Chronos-2__SQL,B02_fev_rohlik_orders_1D,Rohlik,long,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,0.9592,1.1489,ML_TREE,-0.18969999999999998,-0.16511445730698926,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Chronos-2__MASE,B02_fev_rohlik_orders_1D,Rohlik,long,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,1.1869,1.1489,ML_TREE,0.038000000000000034,0.03307511532770479,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Chronos-2__WAPE,B02_fev_rohlik_orders_1D,Rohlik,long,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.0561,0.0543,ML_TREE,0.001799999999999996,0.03314917127071816,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Chronos-Bolt-Base__SQL,B02_fev_rohlik_orders_1D,Rohlik,long,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.0508,1.1489,ML_TREE,-0.09810000000000008,-0.08538602141178525,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Chronos-Bolt-Base__MASE,B02_fev_rohlik_orders_1D,Rohlik,long,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.3016,1.1489,ML_TREE,0.15270000000000006,0.1329097397510663,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Chronos-Bolt-Base__WAPE,B02_fev_rohlik_orders_1D,Rohlik,long,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.0614,0.0543,ML_TREE,0.007100000000000002,0.13075506445672194,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Moirai-2.0-Small__SQL,B02_fev_rohlik_orders_1D,Rohlik,long,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.97,1.1489,ML_TREE,-0.17890000000000006,-0.15571416137174693,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Moirai-2.0-Small__MASE,B02_fev_rohlik_orders_1D,Rohlik,long,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.176,1.1489,ML_TREE,0.027099999999999902,0.023587779615284098,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Moirai-2.0-Small__WAPE,B02_fev_rohlik_orders_1D,Rohlik,long,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.0552,0.0543,ML_TREE,8.99999999999998e-4,0.01657458563535908,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TabPFN-TS__SQL,B02_fev_rohlik_orders_1D,Rohlik,long,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.3411,1.1489,ML_TREE,0.19219999999999993,0.1672904517364435,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TabPFN-TS__MASE,B02_fev_rohlik_orders_1D,Rohlik,long,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.5479,1.1489,ML_TREE,0.399,0.3472887109409,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TabPFN-TS__WAPE,B02_fev_rohlik_orders_1D,Rohlik,long,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.0656,0.0543,ML_TREE,0.011300000000000004,0.20810313075506454,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TiRex__SQL,B02_fev_rohlik_orders_1D,Rohlik,long,SQL,TiRex,7.544068044350276,TRUE,TRUE,0.9858,1.1489,ML_TREE,-0.16310000000000002,-0.14196187657759599,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TiRex__MASE,B02_fev_rohlik_orders_1D,Rohlik,long,MASE,TiRex,7.544068044350276,TRUE,TRUE,1.2034,1.1489,ML_TREE,0.05449999999999999,0.047436678562102874,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TiRex__WAPE,B02_fev_rohlik_orders_1D,Rohlik,long,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.0572,0.0543,ML_TREE,0.0029,0.05340699815837937,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TimesFM-2.5__SQL,B02_fev_rohlik_orders_1D,Rohlik,long,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.0057,1.1489,ML_TREE,-0.1432,-0.12464096091914004,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TimesFM-2.5__MASE,B02_fev_rohlik_orders_1D,Rohlik,long,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.2504,1.1489,ML_TREE,0.10149999999999992,0.08834537383584291,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__TimesFM-2.5__WAPE,B02_fev_rohlik_orders_1D,Rohlik,long,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.0591,0.0543,ML_TREE,0.004799999999999999,0.08839779005524859,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Toto-1.0__SQL,B02_fev_rohlik_orders_1D,Rohlik,long,SQL,Toto-1.0,8,TRUE,TRUE,1.1351,1.1489,ML_TREE,-0.013800000000000034,-0.012011489250587547,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Toto-1.0__MASE,B02_fev_rohlik_orders_1D,Rohlik,long,MASE,Toto-1.0,8,TRUE,TRUE,1.3776,1.1489,ML_TREE,0.2286999999999999,0.19905997040647566,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1D__Toto-1.0__WAPE,B02_fev_rohlik_orders_1D,Rohlik,long,WAPE,Toto-1.0,8,TRUE,TRUE,0.0646,0.0543,ML_TREE,0.010300000000000004,0.1896869244935544,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Chronos-2__SQL,B02_fev_rohlik_orders_1W,Rohlik,medium,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,1.2997,1.4545,ML_TREE,-0.15479999999999983,-0.1064283258851838,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Chronos-2__MASE,B02_fev_rohlik_orders_1W,Rohlik,medium,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,1.5471,1.4545,ML_TREE,0.09260000000000002,0.063664489515297365,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Chronos-2__WAPE,B02_fev_rohlik_orders_1W,Rohlik,medium,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.0503,0.0468,ML_TREE,0.003499999999999996,0.0747863247863247,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Chronos-Bolt-Base__SQL,B02_fev_rohlik_orders_1W,Rohlik,medium,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.4282,1.4545,ML_TREE,-0.02629999999999999,-0.018081815056720518,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Chronos-Bolt-Base__MASE,B02_fev_rohlik_orders_1W,Rohlik,medium,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.7219,1.4545,ML_TREE,0.2674000000000001,0.18384324510140948,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Chronos-Bolt-Base__WAPE,B02_fev_rohlik_orders_1W,Rohlik,medium,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.057,0.0468,ML_TREE,0.0102,0.21794871794871795,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Moirai-2.0-Small__SQL,B02_fev_rohlik_orders_1W,Rohlik,medium,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.532,1.4545,ML_TREE,0.07750000000000012,0.053282915091096686,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Moirai-2.0-Small__MASE,B02_fev_rohlik_orders_1W,Rohlik,medium,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.874,1.4545,ML_TREE,0.4195000000000002,0.2884152629769682,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__Moirai-2.0-Small__WAPE,B02_fev_rohlik_orders_1W,Rohlik,medium,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.0612,0.0468,ML_TREE,0.014399999999999996,0.3076923076923076,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__TabPFN-TS__SQL,B02_fev_rohlik_orders_1W,Rohlik,medium,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.524,1.4545,ML_TREE,0.06950000000000012,0.04778274321072542,0.2857142857142857,LIT,7,7
B02_fev_rohlik_orders_1W__TabPFN-TS__MASE,B02_fev_rohlik_orders_1W,Rohlik,medium,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.9887,1.4545,ML_TREE,0.5342,0.367273977311791,0.2857142857142857,LIT,7,7
