contrast_i,contrast_j,covariance,correlation
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h14_chronos2_vs_lightgbm_cov,1.589871039057423e-05,0.05496187022268447
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h14_chronos_bolt_tiny_vs_lightgbm_cov,0.000632483224857,0.9855066872684847
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h14_moirai2_vs_lightgbm_cov,7.124182183096665e-05,0.2940155336018329
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h14_timesfm25_vs_lightgbm_cov,0.0003576906894640585,0.7455479815814864
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h14_tirex_vs_lightgbm_cov,9.124552250614436e-05,0.3354665586039829
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h28_chronos2_vs_lightgbm_direct,-0.00014452858417850396,-0.18592468768085363
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h28_chronos_bolt_tiny_vs_lightgbm_direct,0.00036610354587363547,0.46922407543118205
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h28_moirai2_vs_lightgbm_direct,-5.1387086797221016e-05,-0.08074404586124188
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h28_timesfm25_vs_lightgbm_direct,0.00016798290881816323,0.2801500503212616
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h28_tirex_vs_lightgbm_direct,-2.8774196419069502e-05,-0.04112239736466928
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h7_chronos2_vs_lightgbm_cov,-1.2789337643281199e-05,-0.04710325424860206
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,0.0006619340162904467,1.0000000000000002
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h7_moirai2_vs_lightgbm_cov,1.2217761103939217e-05,0.05521222046298842
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h7_timesfm25_vs_lightgbm_cov,0.0003272250683172941,0.764025734575142
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h7_tirex_vs_lightgbm_cov,3.5656871720851684e-05,0.11938387615756088
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h14_chronos2_vs_lightgbm_cov,-6.359096776478696e-07,-0.002937233981595744
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h14_chronos_bolt_tiny_vs_lightgbm_cov,-1.829289505803345e-06,-0.00662215127053275
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h14_moirai2_vs_lightgbm_cov,1.4447901679862629e-06,0.005584974506207165
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h14_timesfm25_vs_lightgbm_cov,4.1272310349394365e-07,0.0016766871113935218
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h14_tirex_vs_lightgbm_cov,-1.814727332191717e-06,-0.008031167397154352
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h28_chronos2_vs_lightgbm_direct,-1.714142625512794e-05,-0.04881359050331805
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h28_chronos_bolt_tiny_vs_lightgbm_direct,-1.856172677138807e-05,-0.04608552820688494
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h28_moirai2_vs_lightgbm_direct,-1.8748292991926437e-05,-0.06126243236542145
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h28_timesfm25_vs_lightgbm_direct,-1.684663322547219e-05,-0.04855401259286469
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h28_tirex_vs_lightgbm_direct,-1.883330634386282e-05,-0.0437979159371397
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h7_chronos2_vs_lightgbm_cov,-7.240722985719883e-07,-0.003599601009060725
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h7_chronos_bolt_tiny_vs_lightgbm_cov,-4.176869732933702e-06,-0.01810518638345627
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h7_moirai2_vs_lightgbm_cov,-2.4771166733936774e-06,-0.011410241954719557
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h7_timesfm25_vs_lightgbm_cov,-1.408568624897512e-06,-0.006698599384357459
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h7_tirex_vs_lightgbm_cov,-3.7321530281712877e-06,-0.0177798958356224
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h14_chronos2_vs_lightgbm_cov,1.3316532412213052e-05,0.05072320218939954
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h14_chronos_bolt_tiny_vs_lightgbm_cov,1.7805622700976947e-05,0.07355178328547353
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h14_moirai2_vs_lightgbm_cov,1.0367252678549053e-05,0.03303837056848768
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h14_timesfm25_vs_lightgbm_cov,1.1688016621864286e-05,0.03528831072118558
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h14_tirex_vs_lightgbm_cov,2.400777624318598e-05,0.06656647636737953
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h28_chronos2_vs_lightgbm_cov,7.84884826056119e-06,0.023751017654307358
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h28_chronos_bolt_tiny_vs_lightgbm_cov,1.3606495028095182e-05,0.04156234695792176
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h28_moirai2_vs_lightgbm_cov,8.580310802482914e-06,0.02275580437644952
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h28_timesfm25_vs_lightgbm_cov,1.089333272594251e-05,0.027970243265384616
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h28_tirex_vs_lightgbm_cov,2.0134865798544184e-05,0.04914023519112503
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h7_chronos2_vs_lightgbm_cov,1.26046044776727e-05,0.046214473281740304
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h7_chronos_bolt_tiny_vs_lightgbm_cov,1.7786087930065612e-05,0.06704277092097337
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h7_moirai2_vs_lightgbm_cov,1.281313706907232e-05,0.03763711549511118
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h7_timesfm25_vs_lightgbm_cov,1.565747128025908e-05,0.04895733116942299
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h7_tirex_vs_lightgbm_cov,2.1187320899545837e-05,0.0651802967446844
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h14_chronos2_vs_lightgbm_cov,4.874951892427705e-05,0.5041133776014329
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h14_chronos_bolt_tiny_vs_lightgbm_cov,8.648906267177808e-06,0.04031160026275052
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h14_moirai2_vs_lightgbm_cov,6.554035685553901e-05,0.8091002676703669
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h14_timesfm25_vs_lightgbm_cov,3.1734801634090425e-05,0.19786183621058986
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h14_tirex_vs_lightgbm_cov,4.9730199088142585e-05,0.5469103635880207
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h28_chronos2_vs_lightgbm_direct,9.993904101632951e-05,0.3845712149103691
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h28_chronos_bolt_tiny_vs_lightgbm_direct,7.349418503028749e-05,0.2817653692887828
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h28_moirai2_vs_lightgbm_direct,0.00011514154625005921,0.5411863707327889
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h28_timesfm25_vs_lightgbm_direct,9.207081698865509e-05,0.4593099869297717
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h28_tirex_vs_lightgbm_direct,0.00010966147899857334,0.46880000162079805
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h7_chronos2_vs_lightgbm_cov,5.713742562252048e-05,0.6294798208727
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,1.2217761103939217e-05,0.05521222046298842
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h7_moirai2_vs_lightgbm_cov,7.397724121804634e-05,1.0
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h7_timesfm25_vs_lightgbm_cov,3.518846510846111e-05,0.24576499653602016
Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h7_tirex_vs_lightgbm_cov,6.0479530722952796e-05,0.6057161227056888
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h14_chronos2_vs_lightgbm_cov,2.5129695506570487e-06,0.03472071181354786
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h14_chronos_bolt_tiny_vs_lightgbm_cov,3.4379630358288114e-06,0.03722855170834567
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h14_moirai2_vs_lightgbm_cov,2.18312447439865e-06,0.025243711028967886
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h14_timesfm25_vs_lightgbm_cov,8.92369924487012e-07,0.01084417342402979
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h14_tirex_vs_lightgbm_cov,2.8334458842236373e-06,0.03750943344829181
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h28_chronos2_vs_lightgbm_direct,-3.3320400515991087e-06,-0.028383261346030697
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h28_chronos_bolt_tiny_vs_lightgbm_direct,-2.9368296187619723e-06,-0.021811384290803672
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h28_moirai2_vs_lightgbm_direct,-2.5152321627308726e-06,-0.02458492377390205
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h28_timesfm25_vs_lightgbm_direct,-5.997402572668297e-06,-0.05170511300084207
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h28_tirex_vs_lightgbm_direct,-3.3544355395403713e-06,-0.02333482830778697
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h7_chronos2_vs_lightgbm_cov,1.803657180259311e-06,0.026821601851991672
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h7_chronos_bolt_tiny_vs_lightgbm_cov,1.3451030646941422e-06,0.01744078046767226
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h7_moirai2_vs_lightgbm_cov,2.3731991152639264e-06,0.03269948050548218
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h7_timesfm25_vs_lightgbm_cov,1.391104370915734e-06,0.019789006631920746
Favorita_h7_moirai2_vs_lightgbm_cov,M5_h7_tirex_vs_lightgbm_cov,2.719710985723896e-06,0.038757058573269755
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h14_chronos2_vs_lightgbm_cov,-2.6473612309497145e-06,-0.030163865893538224
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h14_chronos_bolt_tiny_vs_lightgbm_cov,-2.67827205146457e-06,-0.03309398104353626
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h14_moirai2_vs_lightgbm_cov,-4.4613026922467243e-07,-0.004252799527392138
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h14_timesfm25_vs_lightgbm_cov,6.912615952511502e-07,0.006242963009622892
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h14_tirex_vs_lightgbm_cov,9.697521821009288e-07,0.008043085465394558
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h28_chronos2_vs_lightgbm_cov,-3.387606041278365e-06,-0.030663905810157828
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h28_chronos_bolt_tiny_vs_lightgbm_cov,-3.942278151505102e-06,-0.036021296772639065
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h28_moirai2_vs_lightgbm_cov,-1.942541008267249e-06,-0.015410532726793744
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h28_timesfm25_vs_lightgbm_cov,-1.439519930579232e-06,-0.011056341413051075
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h28_tirex_vs_lightgbm_cov,-1.0985820339810544e-06,-0.008020090480815823
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h7_chronos2_vs_lightgbm_cov,-4.401305546944692e-06,-0.048271254818630364
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h7_chronos_bolt_tiny_vs_lightgbm_cov,-5.171790157541574e-06,-0.058313713674703054
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h7_moirai2_vs_lightgbm_cov,-3.124745829390678e-06,-0.027455783456847984
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h7_timesfm25_vs_lightgbm_cov,-1.8387381834299626e-06,-0.01719785528083532
Favorita_h7_moirai2_vs_lightgbm_cov,Rohlik_h7_tirex_vs_lightgbm_cov,-1.830564670279173e-06,-0.016845490044194632
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h14_chronos2_vs_lightgbm_cov,-8.005270292684875e-06,-0.042771228443934085
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h14_chronos_bolt_tiny_vs_lightgbm_cov,0.00032452379383152017,0.7815076407542003
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h14_moirai2_vs_lightgbm_cov,9.080229381034967e-05,0.5791728543313756
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h14_timesfm25_vs_lightgbm_cov,0.0003032814843413112,0.976989687833019
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h14_tirex_vs_lightgbm_cov,3.280474648517496e-05,0.1864019608924946
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h28_chronos2_vs_lightgbm_direct,-0.00023165380358395734,-0.46057341637433785
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h28_chronos_bolt_tiny_vs_lightgbm_direct,1.2038500270214991e-05,0.023846511688844208
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h28_moirai2_vs_lightgbm_direct,-0.00010893608472158267,-0.2645479443728076
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h28_timesfm25_vs_lightgbm_direct,2.9059187413451925e-05,0.07490058215044397
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h28_tirex_vs_lightgbm_direct,-0.00013886122544610563,-0.30671310659012296
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h7_chronos2_vs_lightgbm_cov,-3.2654552211026955e-05,-0.18587574060179632
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,0.0003272250683172941,0.764025734575142
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h7_moirai2_vs_lightgbm_cov,3.518846510846111e-05,0.24576499653602016
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h7_timesfm25_vs_lightgbm_cov,0.00027711654783040603,1.0
Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h7_tirex_vs_lightgbm_cov,-2.867751907853495e-05,-0.14839529585776315
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h14_chronos2_vs_lightgbm_cov,-1.927780816748672e-06,-0.01376185202428504
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h14_chronos_bolt_tiny_vs_lightgbm_cov,5.504530747205336e-07,0.003079733066249894
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h14_moirai2_vs_lightgbm_cov,1.2452650125365972e-06,0.007439681158301248
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h14_timesfm25_vs_lightgbm_cov,-3.0896780592885646e-07,-0.0019399145212898605
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h14_tirex_vs_lightgbm_cov,-8.699358384234818e-07,-0.005950187350200802
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h28_chronos2_vs_lightgbm_direct,-8.811283037280317e-06,-0.038780113035919925
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h28_chronos_bolt_tiny_vs_lightgbm_direct,-9.19047705007896e-06,-0.03526633824691152
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h28_moirai2_vs_lightgbm_direct,-7.149324935193271e-06,-0.03610552464269969
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h28_timesfm25_vs_lightgbm_direct,-9.833453143441462e-06,-0.04380202395218858
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h28_tirex_vs_lightgbm_direct,-9.425390838755517e-06,-0.033876798638245005
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h7_chronos2_vs_lightgbm_cov,-6.890372393915322e-07,-0.005294089100155464
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h7_chronos_bolt_tiny_vs_lightgbm_cov,-1.1904213428880323e-06,-0.007974966981688984
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h7_moirai2_vs_lightgbm_cov,-1.817723571535873e-06,-0.012940538524310258
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h7_timesfm25_vs_lightgbm_cov,-9.357294673419878e-07,-0.0068775288473886505
Favorita_h7_timesfm25_vs_lightgbm_cov,M5_h7_tirex_vs_lightgbm_cov,-1.7700138317115874e-06,-0.013032344436550174
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h14_chronos2_vs_lightgbm_cov,6.268990827122118e-06,0.03690534475656275
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h14_chronos_bolt_tiny_vs_lightgbm_cov,7.915697140480412e-06,0.0505360541875244
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h14_moirai2_vs_lightgbm_cov,2.493139661298024e-06,0.012279414621321792
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h14_timesfm25_vs_lightgbm_cov,3.138121339423892e-06,0.014643196833690366
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h14_tirex_vs_lightgbm_cov,1.0060234370289091e-05,0.043110975707189365
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h28_chronos2_vs_lightgbm_cov,6.132404788259876e-06,0.028680269189538338
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h28_chronos_bolt_tiny_vs_lightgbm_cov,6.728594794743667e-06,0.031765397275717186
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h28_moirai2_vs_lightgbm_cov,4.659455047027518e-06,0.019098550971833946
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h28_timesfm25_vs_lightgbm_cov,3.4481124493924247e-06,0.013683368250550453
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h28_tirex_vs_lightgbm_cov,8.862733726711595e-06,0.033429687180491885
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h7_chronos2_vs_lightgbm_cov,3.957191612804651e-06,0.022423943212707496
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h7_chronos_bolt_tiny_vs_lightgbm_cov,5.698657912338745e-06,0.03319863501004211
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h7_moirai2_vs_lightgbm_cov,1.0745843880343812e-06,0.0048784011135784185
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h7_timesfm25_vs_lightgbm_cov,4.897715292197906e-06,0.023668229217224807
Favorita_h7_timesfm25_vs_lightgbm_cov,Rohlik_h7_tirex_vs_lightgbm_cov,7.534721353680217e-06,0.035824785995457104
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h14_chronos2_vs_lightgbm_cov,0.00011153693230304357,0.8545459811882274
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h14_chronos_bolt_tiny_vs_lightgbm_cov,3.063085723719807e-05,0.10577592989396117
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h14_moirai2_vs_lightgbm_cov,4.290141248812329e-05,0.39239547152555776
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h14_timesfm25_vs_lightgbm_cov,-3.0495277467838658e-05,-0.14086973213762605
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h14_tirex_vs_lightgbm_cov,0.00010523652422884525,0.8574746770080255
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h28_chronos2_vs_lightgbm_direct,0.00027647593821288795,0.7882387651358306
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h28_chronos_bolt_tiny_vs_lightgbm_direct,0.0002437922504191007,0.6924898064226123
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h28_moirai2_vs_lightgbm_direct,0.00020468079107193688,0.7127721670620482
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h28_timesfm25_vs_lightgbm_direct,0.000175065004375159,0.6470563194136125
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h28_tirex_vs_lightgbm_direct,0.00025331439705821246,0.8023285226135599
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h7_chronos2_vs_lightgbm_cov,0.00011583382604697797,0.9454866422849415
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,3.5656871720851684e-05,0.11938387615756088
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h7_moirai2_vs_lightgbm_cov,6.0479530722952796e-05,0.6057161227056888
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h7_timesfm25_vs_lightgbm_cov,-2.867751907853495e-05,-0.14839529585776315
Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h7_tirex_vs_lightgbm_cov,0.0001347660274138406,1.0
Favorita_h7_tirex_vs_lightgbm_cov,M5_h14_chronos2_vs_lightgbm_cov,5.34541065034306e-06,0.05471939926356868
Favorita_h7_tirex_vs_lightgbm_cov,M5_h14_chronos_bolt_tiny_vs_lightgbm_cov,6.6749923367047795e-06,0.05355309341168759
Favorita_h7_tirex_vs_lightgbm_cov,M5_h14_moirai2_vs_lightgbm_cov,2.9645433525328594e-06,0.02539752285268635
Favorita_h7_tirex_vs_lightgbm_cov,M5_h14_timesfm25_vs_lightgbm_cov,2.7343205307840696e-06,0.024618398952142392
Favorita_h7_tirex_vs_lightgbm_cov,M5_h14_tirex_vs_lightgbm_cov,5.1659329062535395e-06,0.05066793395937056
Favorita_h7_tirex_vs_lightgbm_cov,M5_h28_chronos2_vs_lightgbm_direct,5.007255334668845e-09,3.160171655149502e-05
Favorita_h7_tirex_vs_lightgbm_cov,M5_h28_chronos_bolt_tiny_vs_lightgbm_direct,2.9473921232752534e-06,0.01621814761823129
Favorita_h7_tirex_vs_lightgbm_cov,M5_h28_moirai2_vs_lightgbm_direct,-2.038682329141199e-06,-0.014763835557298582
Favorita_h7_tirex_vs_lightgbm_cov,M5_h28_timesfm25_vs_lightgbm_direct,-2.9546241634239143e-06,-0.018872584895824298
Favorita_h7_tirex_vs_lightgbm_cov,M5_h28_tirex_vs_lightgbm_direct,1.9275025157985662e-06,0.009934338755570444
Favorita_h7_tirex_vs_lightgbm_cov,M5_h7_chronos2_vs_lightgbm_cov,2.8096241683102895e-06,0.03095549826315617
Favorita_h7_tirex_vs_lightgbm_cov,M5_h7_chronos_bolt_tiny_vs_lightgbm_cov,2.7963334246336754e-06,0.02686322561737867
Favorita_h7_tirex_vs_lightgbm_cov,M5_h7_moirai2_vs_lightgbm_cov,3.6319725264939233e-06,0.037077298424846514
Favorita_h7_tirex_vs_lightgbm_cov,M5_h7_timesfm25_vs_lightgbm_cov,2.8812772436753216e-06,0.030367439887876123
Favorita_h7_tirex_vs_lightgbm_cov,M5_h7_tirex_vs_lightgbm_cov,3.6906991031793363e-06,0.03896687205253395
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h14_chronos2_vs_lightgbm_cov,-3.3013199485990945e-06,-0.027868928111779764
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h14_chronos_bolt_tiny_vs_lightgbm_cov,-1.6185650529912705e-06,-0.01481778660280785
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h14_moirai2_vs_lightgbm_cov,3.457753072957771e-07,0.002442114650258748
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h14_timesfm25_vs_lightgbm_cov,7.561901977736257e-07,0.005059856827585759
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h14_tirex_vs_lightgbm_cov,7.620672276410559e-08,0.00046828910718686267
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h28_chronos2_vs_lightgbm_cov,-7.050530847846206e-06,-0.04728411261963388
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h28_chronos_bolt_tiny_vs_lightgbm_cov,-4.286053894738085e-06,-0.029015399897772406
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h28_moirai2_vs_lightgbm_cov,-5.487546421157463e-06,-0.032254069384238984
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h28_timesfm25_vs_lightgbm_cov,-3.5187212680289846e-06,-0.020023384049101593
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h28_tirex_vs_lightgbm_cov,-4.032141889313123e-06,-0.021809285327035865
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h7_chronos2_vs_lightgbm_cov,-2.308426531174222e-06,-0.01875780336410046
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h7_chronos_bolt_tiny_vs_lightgbm_cov,-9.624057804194805e-07,-0.008039830263055396
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h7_moirai2_vs_lightgbm_cov,1.7154735690381953e-06,0.011167655988667728
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h7_timesfm25_vs_lightgbm_cov,1.9385588912537091e-07,0.001343359486777587
Favorita_h7_tirex_vs_lightgbm_cov,Rohlik_h7_tirex_vs_lightgbm_cov,-2.4893211686689867e-07,-0.0016972208478819922
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h14_chronos2_vs_lightgbm_cov,4.762128170862706e-06,0.05033365794571292
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h14_chronos_bolt_tiny_vs_lightgbm_cov,-8.496846290530986e-08,-0.000404786607656179
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h14_moirai2_vs_lightgbm_cov,1.8505238737035318e-06,0.0233500470870227
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h14_timesfm25_vs_lightgbm_cov,-1.8223456444226081e-06,-0.011613323542379027
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h14_tirex_vs_lightgbm_cov,4.581981174637619e-06,0.05150492758843701
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h28_chronos2_vs_lightgbm_direct,1.0337396819129377e-05,0.040658589606612845
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h28_chronos_bolt_tiny_vs_lightgbm_direct,7.876876048318729e-06,0.030866555850960337
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h28_moirai2_vs_lightgbm_direct,7.08270111703406e-06,0.034026183049079964
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h28_timesfm25_vs_lightgbm_direct,5.079048221871234e-06,0.025897971764682868
M5_h14_chronos2_vs_lightgbm_cov,Favorita_h28_tirex_vs_lightgbm_direct,9.641345560956004e-06,0.04212798428725102
