k,estimate,se,ci_lb,ci_ub,pval,QE,QEp,sigma2_suite,sigma2_task,sigma2_model
498,-0.22532068564699867,0.14301566124908396,-2.0425069579572663,1.591865586663269,0.36004593361536125,37175.7738677376,0,0.03671206303781277,0.026686816002379914,9.89252072376433e-4
