run_id,panel_id,dataset,horizon,model_name,trial,protocol,validation_start_idx,validation_horizon,validation_WAPE_aggregate,params_json,source_run_dir
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,2,recursive,1329,14,0.2519394755363464,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.025, ""min_child_samples"": 50, ""n_estimators"": 150, ""num_leaves"": 63, ""objective"": ""tweedie"", ""random_state"": 20260730, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.05, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,3,recursive,1329,14,0.2496713399887085,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.06, ""min_child_samples"": 100, ""n_estimators"": 150, ""num_leaves"": 15, ""objective"": ""tweedie"", ""random_state"": 20260731, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.4, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,4,recursive,1329,14,0.2464598417282104,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.08, ""min_child_samples"": 10, ""n_estimators"": 150, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20260732, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.1, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,5,recursive,1329,14,0.2487886846065521,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.025, ""min_child_samples"": 50, ""n_estimators"": 150, ""num_leaves"": 63, ""objective"": ""tweedie"", ""random_state"": 20260733, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 1.0, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.4, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,6,recursive,1329,14,0.2519347965717315,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.08, ""min_child_samples"": 50, ""n_estimators"": 300, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20260734, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.2, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,7,recursive,1329,14,0.2482146173715591,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 50, ""n_estimators"": 150, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20260735, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.05, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,8,recursive,1329,14,0.2432470619678497,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.015, ""min_child_samples"": 10, ""n_estimators"": 600, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20260736, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.2, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_cov_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_cov,9,recursive,1329,14,0.2504026591777801,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.06, ""min_child_samples"": 10, ""n_estimators"": 900, ""num_leaves"": 31, ""objective"": ""tweedie"", ""random_state"": 20260737, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.2, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,0,direct,1329,14,0.2456820011138916,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""min_child_samples"": 20, ""n_estimators"": 300, ""num_leaves"": 63, ""objective"": ""tweedie"", ""random_state"": 20261728, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""tweedie_variance_power"": 1.1, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,1,direct,1329,14,0.2558342814445495,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.08, ""min_child_samples"": 20, ""n_estimators"": 900, ""num_leaves"": 63, ""objective"": ""tweedie"", ""random_state"": 20261729, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""subsample"": 1.0, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.1, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,2,direct,1329,14,0.250834047794342,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.08, ""min_child_samples"": 10, ""n_estimators"": 150, ""num_leaves"": 63, ""objective"": ""tweedie"", ""random_state"": 20261730, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1, ""subsample"": 0.7, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.4, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,3,direct,1329,14,0.2476502954959869,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 20, ""n_estimators"": 150, ""num_leaves"": 31, ""objective"": ""tweedie"", ""random_state"": 20261731, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.1, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,4,direct,1329,14,0.2511609494686126,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.08, ""min_child_samples"": 50, ""n_estimators"": 600, ""num_leaves"": 15, ""objective"": ""tweedie"", ""random_state"": 20261732, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.05, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,5,direct,1329,14,0.2456815987825393,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.025, ""min_child_samples"": 20, ""n_estimators"": 150, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20261733, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.2, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,6,direct,1329,14,0.2580637335777282,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.08, ""min_child_samples"": 50, ""n_estimators"": 900, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20261734, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.2, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,7,direct,1329,14,0.253963828086853,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 50, ""n_estimators"": 900, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20261735, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.05, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,8,direct,1329,14,0.2506008446216583,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.04, ""min_child_samples"": 100, ""n_estimators"": 600, ""num_leaves"": 15, ""objective"": ""tweedie"", ""random_state"": 20261736, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.1, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_v1_13_tuned_lightgbm_direct_100,favorita_top_volume_100_20260714,Favorita,14,lightgbm_tuned_direct,9,direct,1329,14,0.247403547167778,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.04, ""min_child_samples"": 10, ""n_estimators"": 150, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20261737, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.05, ""verbosity"": -1}",source_b_v1_13_tuned_lightgbm_direct_100
