run_id,panel_id,dataset,horizon,model_name,hardware,runtime_sec,wall_clock_sec,cost_usd,co2_kg,series_per_second,n_eval_origins,train_fraction,train_window_days,series_selection,model_params_json,source_run_dir
source_b_repair_fm_chronos2_m5_rohlik_100,m5_top_volume_100_20260714,M5,28,chronos2,M_SERIES_MAC,56.19059896469116,56.190600872039795,9.365099827448528e-05,0.000304365744392,1.7796571284608949,13,0.8,365,top_volume,"{""protocol"": ""zero_shot_univariate""}",source_b_repair_fm_chronos2_m5_rohlik_100
source_b_repair_fm_chronos_bolt_m5_rohlik_100,m5_top_volume_100_20260714,M5,28,chronos_bolt_tiny,M_SERIES_MAC,13.178041219711304,13.178043127059937,2.1963402032852176e-05,7.138105660676956e-05,7.588381181447749,13,0.8,365,top_volume,"{""protocol"": ""zero_shot_univariate""}",source_b_repair_fm_chronos_bolt_m5_rohlik_100
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,28,lightgbm_cov,M_SERIES_MAC,3.627434015274048,3.627434015274048,6.04572335879008e-06,1.964860091606776e-05,27.56769649811125,13,0.8,365,top_volume,"{""n_estimators"": 300, ""protocol"": ""recursive""}",source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,28,lightgbm_direct,M_SERIES_MAC,109.9429669380188,109.94297075271606,0.00018323827823,0.0005955244042476,0.9095625012228,13,0.8,365,top_volume,"{""n_estimators_per_head"": 300, ""protocol"": ""direct""}",source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,28,lightgbm_direct_scaled,M_SERIES_MAC,285.0870132446289,285.0870132446289,0.0004751450220743,0.0015442213217417,0.3507700994930677,13,0.8,365,top_volume,"{""n_estimators_per_head"": 1200, ""protocol"": ""direct_scaled""}",source_b_repair_baselines_m5_rohlik_100_v2
source_b_v1_13_tuned_lightgbm_cov_100,m5_top_volume_100_20260714,M5,28,lightgbm_tuned_cov,M_SERIES_MAC,110.57550406455994,110.57550597190856,0.0001842925067742,0.0005989506470163,0.9043594315574144,13,0.8,365,top_volume,"{""protocol"": ""recursive_tuned"", ""selected_params"": {""colsample_bytree"": 0.85, ""learning_rate"": 0.015, ""min_child_samples"": 100, ""n_estimators"": 600, ""num_leaves"": 127, ""objective"": ""tweedie"", ""random_state"": 20260744, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.2, ""verbosity"": -1}, ""tuning_trials"": 10}",source_b_v1_13_tuned_lightgbm_cov_100
source_b_v1_13_tuned_lightgbm_direct_100,m5_top_volume_100_20260714,M5,28,lightgbm_tuned_direct,M_SERIES_MAC,1169.9647419452667,1169.964744091034,0.0019499412365754,0.0063373090188701,0.0854726611963817,13,0.8,365,top_volume,"{""protocol"": ""direct_tuned"", ""selected_params"": {""colsample_bytree"": 0.7, ""learning_rate"": 0.04, ""min_child_samples"": 10, ""n_estimators"": 600, ""num_leaves"": 15, ""objective"": ""tweedie"", ""random_state"": 20261749, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.85, ""subsample_freq"": 1, ""tweedie_variance_power"": 1.1, ""verbosity"": -1}, ""tuning_trials"": 10}",source_b_v1_13_tuned_lightgbm_direct_100
source_b_repair_fm_moirai2_m5_rohlik_100,m5_top_volume_100_20260714,M5,28,moirai2,M_SERIES_MAC,5.916076898574829,5.916076898574829,9.860128164291382e-06,3.204541653394699e-05,16.90309333607374,13,0.8,365,top_volume,"{""protocol"": ""zero_shot_univariate""}",source_b_repair_fm_moirai2_m5_rohlik_100
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,28,seasonal_naive,M_SERIES_MAC,0.0002849102020263,0.0002861022949218,4.74850336710612e-10,1.543263594309489e-09,350987.7824267782,13,0.8,365,top_volume,{},source_b_repair_baselines_m5_rohlik_100_v2
source_b_v1_11_timesfm25_m5_rohlik_100_batched,m5_top_volume_100_20260714,M5,28,timesfm25,M_SERIES_MAC,185.56169295310977,185.56169295310977,0.0003092694882551,0.0010051258368293,0.538904330999337,13,0.8,365,top_volume,"{""protocol"": ""zero_shot_univariate_batched""}",source_b_v1_11_timesfm25_m5_rohlik_100_batched
