run_id,panel_id,dataset,horizon,model_name,series_id,n_predictions,abs_y,abs_error,MAE,sMAPE,WAPE,source_run_dir
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_714_TX_1_validation,378,5659.0,2401.0,6.351851851851852,44.707102742852015,0.4242799081109736,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_714_TX_2_validation,378,8856.0,2933.0,7.7592592592592595,34.52421602943364,0.3311878952122855,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_714_TX_3_validation,378,6863.0,2990.0,7.91005291005291,46.78781336400618,0.4356695322745155,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_714_WI_3_validation,378,8435.0,3013.0,7.970899470899471,37.748236883846744,0.3572021339656194,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_723_CA_3_validation,378,8460.0,4176.0,11.047619047619047,57.24715021601745,0.4936170212765957,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_723_WI_3_validation,378,8049.0,4054.0,10.724867724867725,48.41764018736871,0.5036650515591999,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_752_CA_3_validation,378,6697.0,6599.0,17.45767195767196,91.68701202863484,0.9853665820516648,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_804_CA_3_validation,378,8100.0,4663.0,12.335978835978835,72.72042745515938,0.575679012345679,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_808_CA_1_validation,378,2395.0,2108.0,5.576719576719577,69.48841271303597,0.8801670146137787,source_b_repair_baselines_m5_rohlik_100_v2
source_b_repair_baselines_m5_rohlik_100_v2,m5_top_volume_100_20260714,M5,7,seasonal_naive,FOODS_3_808_CA_3_validation,378,8869.0,4447.0,11.764550264550264,52.47237444335045,0.5014094035404217,source_b_repair_baselines_m5_rohlik_100_v2
