label,k,estimate,se,ci_lb,ci_ub,pval,pi_lb,pi_ub,n_suite_clusters,n_task_clusters,n_study_clusters
omit Chronos-2,426,-0.2135472858683453,0.1523586809249832,-2.1494478790346974,1.7223533072980066,0.39451731298017234,-4.112359983614796,3.685265411878106,2,24,2
omit Chronos-Bolt-Base,426,-0.2308418704421529,0.13936237297598442,-2.0016087139941514,1.5399249731098457,0.3457772306439856,-3.854176378365705,3.392492637481399,2,24,2
omit Moirai-2.0-Small,426,-0.22964843200180565,0.13800292613438292,-1.9831418656564697,1.5238450016528582,0.3444774947752573,-3.836773377092943,3.377476513089332,2,24,2
omit TabPFN-TS,432,-0.2212577366262511,0.148070523357476,-2.1026721217988795,1.6601566485463775,0.3754589420562913,-4.057832207319265,3.615316734066763,2,24,2
omit TimesFM-2.5,426,-0.2235984547653263,0.14375007208994398,-2.0501163015800277,1.602919392049375,0.36374127250066807,-3.9240676483883528,3.4768707388577003,2,24,2
omit TiRex,426,-0.22612351284772264,0.14174762764022353,-2.027197890511459,1.5749508648160138,0.3564658355015096,-3.876935780405245,3.4246887547097993,2,24,2
omit Toto-1.0,426,-0.23384846661671252,0.13625898205011686,-1.9651829896882511,1.4974860564548262,0.3358725396465157,-3.8210752637937846,3.3533783305603597,2,24,2
