contrast_id,Favorita_h7_chronos2_vs_lightgbm_cov,Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h7_moirai2_vs_lightgbm_cov,Favorita_h7_timesfm25_vs_lightgbm_cov,Favorita_h7_tirex_vs_lightgbm_cov,Favorita_h14_chronos2_vs_lightgbm_cov,Favorita_h14_chronos_bolt_tiny_vs_lightgbm_cov,Favorita_h14_moirai2_vs_lightgbm_cov,Favorita_h14_timesfm25_vs_lightgbm_cov,Favorita_h14_tirex_vs_lightgbm_cov,Favorita_h28_chronos2_vs_lightgbm_direct,Favorita_h28_chronos_bolt_tiny_vs_lightgbm_direct,Favorita_h28_moirai2_vs_lightgbm_direct,Favorita_h28_timesfm25_vs_lightgbm_direct,Favorita_h28_tirex_vs_lightgbm_direct,M5_h7_chronos2_vs_lightgbm_cov,M5_h7_chronos_bolt_tiny_vs_lightgbm_cov,M5_h7_moirai2_vs_lightgbm_cov,M5_h7_timesfm25_vs_lightgbm_cov,M5_h7_tirex_vs_lightgbm_cov,M5_h14_chronos2_vs_lightgbm_cov,M5_h14_chronos_bolt_tiny_vs_lightgbm_cov,M5_h14_moirai2_vs_lightgbm_cov,M5_h14_timesfm25_vs_lightgbm_cov,M5_h14_tirex_vs_lightgbm_cov,M5_h28_chronos2_vs_lightgbm_direct,M5_h28_chronos_bolt_tiny_vs_lightgbm_direct,M5_h28_moirai2_vs_lightgbm_direct,M5_h28_timesfm25_vs_lightgbm_direct,M5_h28_tirex_vs_lightgbm_direct,Rohlik_h7_chronos2_vs_lightgbm_cov,Rohlik_h7_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h7_moirai2_vs_lightgbm_cov,Rohlik_h7_timesfm25_vs_lightgbm_cov,Rohlik_h7_tirex_vs_lightgbm_cov,Rohlik_h14_chronos2_vs_lightgbm_cov,Rohlik_h14_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h14_moirai2_vs_lightgbm_cov,Rohlik_h14_timesfm25_vs_lightgbm_cov,Rohlik_h14_tirex_vs_lightgbm_cov,Rohlik_h28_chronos2_vs_lightgbm_cov,Rohlik_h28_chronos_bolt_tiny_vs_lightgbm_cov,Rohlik_h28_moirai2_vs_lightgbm_cov,Rohlik_h28_timesfm25_vs_lightgbm_cov,Rohlik_h28_tirex_vs_lightgbm_cov
Favorita_h7_chronos2_vs_lightgbm_cov,0.0001113729136206336,-1.2789337643281199e-05,5.713742562252048e-05,-3.2654552211026955e-05,0.00011583382604697797,0.00010810348730755369,-1.1602590496505332e-05,4.139589538737038e-05,-3.3228683089790726e-05,9.208297378039271e-05,0.0002390505415556019,0.0001661916100023007,0.0001673165230667368,0.00013123999158466627,0.000208375672501699,2.124827790304857e-06,2.555780052191482e-06,2.766393197037965e-06,1.9329401138055744e-06,2.789322112895446e-06,4.832584382986973e-06,6.4951325175386325e-06,2.1888614823178857e-06,2.0904612228615455e-06,4.437372123328969e-06,1.621242746598745e-06,4.484336884888378e-06,-7.186815106698473e-07,-1.4580742561894468e-06,3.346429669653046e-06,-3.1687544918889956e-06,-2.34857891932085e-06,-3.8134746019084373e-07,-1.0486561386815548e-06,-1.9800536188954447e-06,-4.423541519331841e-06,-3.358979651974037e-06,-2.3867960452791254e-06,-1.6568620789093748e-06,-2.952446399112797e-06,-7.70825335878107e-06,-6.164728207760027e-06,-7.806284510581496e-06,-5.6734893958541545e-06,-6.977435769265908e-06
Favorita_h7_chronos_bolt_tiny_vs_lightgbm_cov,-1.2789337643281199e-05,0.0006619340162904467,1.2217761103939217e-05,0.0003272250683172941,3.5656871720851684e-05,1.589871039057423e-05,0.000632483224857,7.124182183096665e-05,0.0003576906894640585,9.124552250614436e-05,-0.00014452858417850396,0.00036610354587363547,-5.1387086797221016e-05,0.00016798290881816323,-2.8774196419069502e-05,-7.240722985719883e-07,-4.176869732933702e-06,-2.4771166733936774e-06,-1.408568624897512e-06,-3.7321530281712877e-06,-6.359096776478696e-07,-1.829289505803345e-06,1.4447901679862629e-06,4.1272310349394365e-07,-1.814727332191717e-06,-1.714142625512794e-05,-1.856172677138807e-05,-1.8748292991926437e-05,-1.684663322547219e-05,-1.883330634386282e-05,1.26046044776727e-05,1.7786087930065612e-05,1.281313706907232e-05,1.565747128025908e-05,2.1187320899545837e-05,1.3316532412213052e-05,1.7805622700976947e-05,1.0367252678549053e-05,1.1688016621864286e-05,2.400777624318598e-05,7.84884826056119e-06,1.3606495028095182e-05,8.580310802482914e-06,1.089333272594251e-05,2.0134865798544184e-05
Favorita_h7_moirai2_vs_lightgbm_cov,5.713742562252048e-05,1.2217761103939217e-05,7.397724121804634e-05,3.518846510846111e-05,6.0479530722952796e-05,4.874951892427705e-05,8.648906267177808e-06,6.554035685553901e-05,3.1734801634090425e-05,4.9730199088142585e-05,9.993904101632951e-05,7.349418503028749e-05,0.00011514154625005921,9.207081698865509e-05,0.00010966147899857334,1.803657180259311e-06,1.3451030646941422e-06,2.3731991152639264e-06,1.391104370915734e-06,2.719710985723896e-06,2.5129695506570487e-06,3.4379630358288114e-06,2.18312447439865e-06,8.92369924487012e-07,2.8334458842236373e-06,-3.3320400515991087e-06,-2.9368296187619723e-06,-2.5152321627308726e-06,-5.997402572668297e-06,-3.3544355395403713e-06,-4.401305546944692e-06,-5.171790157541574e-06,-3.124745829390678e-06,-1.8387381834299626e-06,-1.830564670279173e-06,-2.6473612309497145e-06,-2.67827205146457e-06,-4.4613026922467243e-07,6.912615952511502e-07,9.697521821009288e-07,-3.387606041278365e-06,-3.942278151505102e-06,-1.942541008267249e-06,-1.439519930579232e-06,-1.0985820339810544e-06
Favorita_h7_timesfm25_vs_lightgbm_cov,-3.2654552211026955e-05,0.0003272250683172941,3.518846510846111e-05,0.00027711654783040603,-2.867751907853495e-05,-8.005270292684875e-06,0.00032452379383152017,9.080229381034967e-05,0.0003032814843413112,3.280474648517496e-05,-0.00023165380358395734,1.2038500270214991e-05,-0.00010893608472158267,2.9059187413451925e-05,-0.00013886122544610563,-6.890372393915322e-07,-1.1904213428880323e-06,-1.817723571535873e-06,-9.357294673419878e-07,-1.7700138317115874e-06,-1.927780816748672e-06,5.504530747205336e-07,1.2452650125365972e-06,-3.0896780592885646e-07,-8.699358384234818e-07,-8.811283037280317e-06,-9.19047705007896e-06,-7.149324935193271e-06,-9.833453143441462e-06,-9.425390838755517e-06,3.957191612804651e-06,5.698657912338745e-06,1.0745843880343812e-06,4.897715292197906e-06,7.534721353680217e-06,6.268990827122118e-06,7.915697140480412e-06,2.493139661298024e-06,3.138121339423892e-06,1.0060234370289091e-05,6.132404788259876e-06,6.728594794743667e-06,4.659455047027518e-06,3.4481124493924247e-06,8.862733726711595e-06
Favorita_h7_tirex_vs_lightgbm_cov,0.00011583382604697797,3.5656871720851684e-05,6.0479530722952796e-05,-2.867751907853495e-05,0.0001347660274138406,0.00011153693230304357,3.063085723719807e-05,4.290141248812329e-05,-3.0495277467838658e-05,0.00010523652422884525,0.00027647593821288795,0.0002437922504191007,0.00020468079107193688,0.000175065004375159,0.00025331439705821246,2.8096241683102895e-06,2.7963334246336754e-06,3.6319725264939233e-06,2.8812772436753216e-06,3.6906991031793363e-06,5.34541065034306e-06,6.6749923367047795e-06,2.9645433525328594e-06,2.7343205307840696e-06,5.1659329062535395e-06,5.007255334668845e-09,2.9473921232752534e-06,-2.038682329141199e-06,-2.9546241634239143e-06,1.9275025157985662e-06,-2.308426531174222e-06,-9.624057804194805e-07,1.7154735690381953e-06,1.9385588912537091e-07,-2.4893211686689867e-07,-3.3013199485990945e-06,-1.6185650529912705e-06,3.457753072957771e-07,7.561901977736257e-07,7.620672276410559e-08,-7.050530847846206e-06,-4.286053894738085e-06,-5.487546421157463e-06,-3.5187212680289846e-06,-4.032141889313123e-06
M5_h14_chronos2_vs_lightgbm_cov,4.832584382986973e-06,-6.359096776478696e-07,2.5129695506570487e-06,-1.927780816748672e-06,5.34541065034306e-06,4.762128170862706e-06,-8.496846290530986e-08,1.8505238737035318e-06,-1.8223456444226081e-06,4.581981174637619e-06,1.0337396819129377e-05,7.876876048318729e-06,7.08270111703406e-06,5.079048221871234e-06,9.641345560956004e-06,5.822769744374335e-05,5.337648202009371e-05,5.55382684622165e-05,5.25389999559034e-05,5.467810557422358e-05,7.081073152592986e-05,6.033095286436124e-05,6.385325943695621e-05,6.409274243410559e-05,6.340161135632526e-05,5.070825141922107e-05,4.4088359303818586e-05,4.768125002754552e-05,4.8525792893040274e-05,4.4647200412135504e-05,-1.4700180737930133e-06,-2.3495642434107118e-06,-8.384454663582282e-07,-1.2731452287483157e-07,-6.162110693323412e-07,-1.8010051544058464e-06,-3.066066089345369e-06,-1.6083099894735992e-06,-7.050789602590235e-07,-1.10088783018363e-06,-6.073674910947383e-06,-8.749174959903423e-06,-8.926296305507762e-06,-6.836967139734591e-06,-5.82547049346949e-06
M5_h14_chronos_bolt_tiny_vs_lightgbm_cov,6.4951325175386325e-06,-1.829289505803345e-06,3.4379630358288114e-06,5.504530747205336e-07,6.6749923367047795e-06,4.317152075738392e-06,-2.975982236988912e-06,1.312691406447053e-06,-1.4349921024319967e-06,4.069717795168061e-06,1.285555319891084e-05,7.807088638120862e-06,9.224949174826172e-06,8.370644576640474e-06,1.2390472661487944e-05,4.779802678429712e-05,8.548221519482883e-05,6.766859934684406e-05,6.913825109288483e-05,6.880239198428533e-05,6.033095286436124e-05,0.00011527947549210853,8.50654600676173e-05,8.27150850576948e-05,8.442986413249321e-05,6.86980015496841e-05,0.00011661722919118479,5.472990766078686e-05,5.696009775588395e-05,0.00011169858052740829,1.1403524727241254e-06,2.161847343923744e-06,2.6451722836958524e-06,2.7062619260259353e-06,3.2318457295352883e-06,3.71534023031763e-07,6.826305848727875e-07,2.5861853874930748e-06,2.787404405247264e-06,3.864951804017362e-06,-3.166588170399712e-06,-3.5213637592951624e-06,-3.450908546925564e-06,-2.0357367002943304e-06,-8.012944567126246e-08
M5_h14_moirai2_vs_lightgbm_cov,2.1888614823178857e-06,1.4447901679862629e-06,2.18312447439865e-06,1.2452650125365972e-06,2.9645433525328594e-06,1.3591910376881847e-06,9.96671463901313e-07,1.732533176462356e-06,2.4691067824194295e-07,2.166976163596872e-06,4.980105474653208e-06,5.649545478910759e-06,5.5135536673268435e-06,4.2440895874444324e-06,6.937603285400615e-06,5.254151211626979e-05,6.938789313416292e-05,7.33384236741169e-05,6.880947810622063e-05,6.574090513495058e-05,6.385325943695621e-05,8.50654600676173e-05,0.00010110030488890447,8.363608224355277e-05,7.692119973712719e-05,3.837654577681665e-05,6.117428327310984e-05,6.942652036583953e-05,4.420228811656267e-05,6.183723443295068e-05,8.613169611408167e-07,1.8506481390131906e-06,3.4036871584760705e-06,1.9933825472492345e-06,2.648378961125523e-06,-1.4491326114890483e-07,-3.316793474485121e-07,2.622945551825819e-06,1.5069731199757664e-06,3.106783890466284e-06,-2.610716738405096e-06,-2.4535468322511096e-06,-1.9257763502841023e-06,-1.8235516782235575e-06,1.3917434254487837e-06
M5_h14_timesfm25_vs_lightgbm_cov,2.0904612228615455e-06,4.1272310349394365e-07,8.92369924487012e-07,-3.0896780592885646e-07,2.7343205307840696e-06,1.4379206646967206e-06,3.7271789119002574e-07,1.347484305988272e-07,-1.1412966422013527e-06,2.2527912050738503e-06,4.1845436968023575e-06,4.34353463456397e-06,2.4793942914820656e-06,2.0838835894374643e-06,4.877594357623977e-06,5.1311961460555814e-05,6.46178623537318e-05,6.333336754447977e-05,6.876074175609383e-05,5.9538026775745946e-05,6.409274243410559e-05,8.27150850576948e-05,8.363608224355277e-05,9.153744991737095e-05,7.656955264530797e-05,7.124654869100874e-05,8.807483513001893e-05,6.45491855141548e-05,8.128173032256438e-05,9.720426182384705e-05,2.2329056035111996e-06,2.1336904075751384e-06,3.1094121656498532e-06,2.9567078951917826e-06,3.1156502282945578e-06,6.681598315201701e-07,4.068986892411766e-07,2.498025015756777e-06,2.365802785702172e-06,2.943274779718659e-06,-4.131857883526723e-06,-4.192184180187006e-06,-4.347842070703732e-06,-3.207247866015892e-06,-7.832279320478179e-07
M5_h14_tirex_vs_lightgbm_cov,4.437372123328969e-06,-1.814727332191717e-06,2.8334458842236373e-06,-8.699358384234818e-07,5.1659329062535395e-06,3.6900336331560774e-06,-1.796070071363127e-06,1.7738583982153763e-06,-1.629171006472832e-06,3.8059803329393298e-06,1.0648988201518308e-05,7.507102814774486e-06,8.41686721348527e-06,6.583321608440716e-06,1.06898842390565e-05,5.196700997583526e-05,6.5971043481695e-05,6.20414490373627e-05,6.223393319219295e-05,6.367067558324883e-05,6.340161135632526e-05,8.442986413249321e-05,7.692119973712719e-05,7.656955264530797e-05,7.713486158514992e-05,5.976927233364595e-05,7.813248011194687e-05,5.8160634045079297e-05,5.843343853625976e-05,8.278899020807455e-05,-3.2346159947095523e-07,-4.566775519470619e-07,7.586010940441876e-07,7.555104993619148e-07,1.1484562689469386e-06,-5.784025913355059e-07,-1.2063639838617896e-06,8.241169494894908e-07,9.424684542595996e-07,1.8536918742454798e-06,-4.033555879689463e-06,-5.192974679202039e-06,-5.16082612978778e-06,-3.9049606628925895e-06,-1.727549840955115e-06
M5_h28_chronos2_vs_lightgbm_direct,1.621242746598745e-06,-1.714142625512794e-05,-3.3320400515991087e-06,-8.811283037280317e-06,5.007255334668845e-09,2.2233883800068084e-07,-1.5889413296864427e-05,-6.376698794072405e-06,-1.0581319755110574e-05,-9.35731920248479e-07,-2.361882799482076e-06,-1.678021360051676e-05,-1.1692630927008132e-05,-1.5326116291839743e-05,-6.729767739445849e-06,3.740641320047276e-05,5.275464167813845e-05,3.75959464340679e-05,5.537119210709979e-05,4.0962857241737704e-05,5.070825141922107e-05,6.86980015496841e-05,3.837654577681665e-05,7.124654869100874e-05,5.976927233364595e-05,0.00018629350015006232,0.0001841987109972808,0.00010906151596552916,0.0001640583937356082,0.0002045976802562478,-4.137238568539676e-06,-5.2806905887201595e-06,-8.601399480698696e-06,-6.213900934482329e-06,-6.21782786051451e-06,-4.446929964279849e-06,-4.726675086766864e-06,-6.9525757065547455e-06,-5.538806125550879e-06,-7.188834231142187e-06,-1.0234188361550797e-05,-1.1207846079304065e-05,-1.4319024168057764e-05,-1.2845464056278052e-05,-1.214322639638267e-05
M5_h28_chronos_bolt_tiny_vs_lightgbm_direct,4.484336884888378e-06,-1.856172677138807e-05,-2.9368296187619723e-06,-9.19047705007896e-06,2.9473921232752534e-06,1.7182678569043476e-06,-1.816482231076089e-05,-6.909537752296996e-06,-1.1988854676980418e-05,4.042132208494735e-07,4.707617255267045e-06,-1.247956567107496e-05,-7.060259363737038e-06,-1.0500449076757432e-05,-5.422556880424401e-07,3.113384810802936e-05,8.466482330205008e-05,5.3251315552291364e-05,7.119763822191059e-05,5.612730820136712e-05,4.4088359303818586e-05,0.00011661722919118479,6.117428327310984e-05,8.807483513001893e-05,7.813248011194687e-05,0.0001841987109972808,0.0002450715583794718,0.00011871127811193936,0.00016532057884993738,0.0002528212718323798,-1.2142897830556758e-07,-4.5351369706637596e-08,-3.555040575421629e-06,-1.9184419847056318e-06,-1.2705369548872464e-06,-2.0521281868541465e-06,-1.5354189965905817e-06,-2.7783771793630826e-06,-2.2360196908471913e-06,-2.8335986697998854e-06,-8.574865697428688e-06,-8.601257743237585e-06,-1.0776689924469685e-05,-9.382133244822513e-06,-8.398843580041495e-06
M5_h28_moirai2_vs_lightgbm_direct,-7.186815106698473e-07,-1.8748292991926437e-05,-2.5152321627308726e-06,-7.149324935193271e-06,-2.038682329141199e-06,4.7331450978296505e-08,-1.5544573977324222e-05,-2.3780628828050133e-06,-7.077350715439832e-06,-8.169655024063115e-07,-6.099445124422654e-06,-1.9935289267046583e-05,-9.991782935283176e-06,-1.6328988374467834e-05,-8.185054516496844e-06,3.821451636307387e-05,4.8778717658478305e-05,5.2312712688803755e-05,5.512211885642498e-05,4.99514451314291e-05,4.768125002754552e-05,5.472990766078686e-05,6.942652036583953e-05,6.45491855141548e-05,5.8160634045079297e-05,0.00010906151596552916,0.00011871127811193936,0.00014148822293955866,0.00011417955313484138,0.00013272779470024305,-3.863811616162734e-06,-4.960159133458072e-06,-6.282577082478346e-06,-6.220728759276277e-06,-5.5512961727118785e-06,-5.517347412439883e-06,-6.896305446096058e-06,-6.3410419631951265e-06,-6.940254822715726e-06,-7.570634265418221e-06,-9.11478544685593e-06,-1.0298661019600202e-05,-1.1643964180577864e-05,-1.148935919466739e-05,-9.959191873510284e-06
M5_h28_timesfm25_vs_lightgbm_direct,-1.4580742561894468e-06,-1.684663322547219e-05,-5.997402572668297e-06,-9.833453143441462e-06,-2.9546241634239143e-06,-9.600467551586529e-07,-1.3839925436656851e-05,-6.8796647157789895e-06,-1.0007350008054823e-05,-1.7316137848032791e-06,-8.229997460553346e-06,-1.941765214708611e-05,-1.617744473351154e-05,-1.945088797342735e-05,-1.2008501895909647e-05,3.7232929419085997e-05,4.7325094606171196e-05,3.84760325723984e-05,5.580685944338014e-05,3.6213124641631394e-05,4.8525792893040274e-05,5.696009775588395e-05,4.420228811656267e-05,8.128173032256438e-05,5.843343853625976e-05,0.0001640583937356082,0.00016532057884993738,0.00011417955313484138,0.0001818700928746723,0.0001873986948730394,-1.5087111817121708e-06,-2.41862422130906e-06,-6.330390733255793e-06,-4.001670238492167e-06,-4.246016432858983e-06,-2.6564331552132937e-06,-2.646285272719984e-06,-5.840630302403266e-06,-4.503421161210033e-06,-6.022854550868435e-06,-8.408247122662618e-06,-7.73012525396872e-06,-1.1812710350466138e-05,-9.952500770741894e-06,-9.47495786658741e-06
M5_h28_tirex_vs_lightgbm_direct,3.346429669653046e-06,-1.883330634386282e-05,-3.3544355395403713e-06,-9.425390838755517e-06,1.9275025157985662e-06,1.2897251336507173e-06,-1.7663833068879725e-05,-6.872896844949266e-06,-1.178130674840543e-05,2.642631304172509e-07,2.1639272822260128e-06,-1.4132845313998288e-05,-9.24534762172791e-06,-1.2554642349043162e-05,-2.80608476508593e-06,2.8533507857294676e-05,7.691305514382007e-05,4.933657612288059e-05,7.44301547667895e-05,5.5739057333969674e-05,4.4647200412135504e-05,0.00011169858052740829,6.183723443295068e-05,9.720426182384705e-05,8.278899020807455e-05,0.0002045976802562478,0.0002528212718323798,0.00013272779470024305,0.0001873986948730394,0.000279338984715368,-2.0069412841939055e-07,-1.4652159622352635e-06,-4.543789755003275e-06,-2.8097720085996886e-06,-1.784745477914873e-06,-2.0500921482593424e-06,-2.1892671225337713e-06,-2.676173911100905e-06,-2.349543991662566e-06,-2.707178594309262e-06,-9.011826122404462e-06,-9.255717372895006e-06,-1.1076455159082313e-05,-1.0021836520594725e-05,-8.382322028462306e-06
M5_h7_chronos2_vs_lightgbm_cov,2.124827790304857e-06,-7.240722985719883e-07,1.803657180259311e-06,-6.890372393915322e-07,2.8096241683102895e-06,1.2587452876884321e-06,-1.3641170482233132e-06,5.988200865879145e-07,-1.4678735026883684e-06,1.3743083120620416e-06,6.257344444873246e-06,5.468535988405001e-06,5.8124227182648935e-06,4.673403297253522e-06,6.567836073352245e-06,6.112803506108122e-05,5.341814529327521e-05,5.627703276448154e-05,5.233419606516583e-05,5.5738462935625476e-05,5.822769744374335e-05,4.779802678429712e-05,5.254151211626979e-05,5.1311961460555814e-05,5.196700997583526e-05,3.740641320047276e-05,3.113384810802936e-05,3.821451636307387e-05,3.7232929419085997e-05,2.8533507857294676e-05,-2.7570351947819673e-06,-2.870568175746977e-06,-1.9290598694251317e-06,-1.3420530305473674e-06,-1.3329563617374707e-06,-2.697235785943215e-06,-3.2309200824451574e-06,-2.3575780418161526e-06,-1.8903640643555076e-06,-1.5369130393332565e-06,-4.476034171947522e-06,-6.196697128059809e-06,-5.715763486912462e-06,-4.6910338889627255e-06,-3.459724126668277e-06
M5_h7_chronos_bolt_tiny_vs_lightgbm_cov,2.555780052191482e-06,-4.176869732933702e-06,1.3451030646941422e-06,-1.1904213428880323e-06,2.7963334246336754e-06,2.0765116648283687e-07,-5.727023354517522e-06,-9.796060265088937e-07,-3.4136531167842367e-06,1.9779873834992587e-08,6.9724084462639065e-06,3.199476301233661e-06,5.483873978952398e-06,4.419415016325106e-06,6.816149109066995e-06,5.341814529327521e-05,8.040464927572379e-05,6.732246178608182e-05,6.560891204895768e-05,6.537831027255404e-05,5.337648202009371e-05,8.548221519482883e-05,6.938789313416292e-05,6.46178623537318e-05,6.5971043481695e-05,5.275464167813845e-05,8.466482330205008e-05,4.8778717658478305e-05,4.7325094606171196e-05,7.691305514382007e-05,-4.1396868086817724e-07,9.117476913618826e-07,4.380315144607472e-07,6.388228813045776e-07,1.1117315946375216e-06,-9.753148968946765e-07,-6.233017298924626e-07,-3.544189839780017e-07,-3.6005133524039655e-07,7.228923433673121e-07,-4.087410480484092e-06,-4.314039314978148e-06,-4.844605479283752e-06,-3.748758499068198e-06,-2.0625457374111247e-06
M5_h7_moirai2_vs_lightgbm_cov,2.766393197037965e-06,-2.4771166733936774e-06,2.3731991152639264e-06,-1.817723571535873e-06,3.6319725264939233e-06,1.1454601473233885e-06,-3.546486476173246e-06,5.788626892535157e-07,-3.50141359416967e-06,1.3292021313601687e-06,8.065569648024833e-06,5.775467743594825e-06,7.387735043128697e-06,4.748216230638235e-06,8.438222747766451e-06,5.627703276448154e-05,6.732246178608182e-05,7.12013975104223e-05,6.436767284141206e-05,6.450002599743063e-05,5.55382684622165e-05,6.766859934684406e-05,7.33384236741169e-05,6.333336754447977e-05,6.20414490373627e-05,3.75959464340679e-05,5.3251315552291364e-05,5.2312712688803755e-05,3.84760325723984e-05,4.933657612288059e-05,-2.165340227923611e-07,-2.7084785288598222e-08,8.478863088676583e-07,7.433781859692992e-07,9.218904626416011e-07,-4.879710257319866e-07,-1.0934257827431758e-06,3.573000503825334e-07,1.95582641896268e-07,1.2422472369847954e-06,-3.8017655232702477e-06,-4.894642578903791e-06,-4.640365669480961e-06,-3.8490369103913785e-06,-1.6151349486943012e-06
M5_h7_timesfm25_vs_lightgbm_cov,1.9329401138055744e-06,-1.408568624897512e-06,1.391104370915734e-06,-9.357294673419878e-07,2.8812772436753216e-06,3.3657515383444287e-07,-2.627073877028921e-06,-4.4254435746092216e-07,-2.668867713109457e-06,7.884757153001132e-07,6.62148030260685e-06,5.779884514421544e-06,5.729547206365634e-06,4.871413348079595e-06,7.074666290875339e-06,5.233419606516583e-05,6.560891204895768e-05,6.436767284141206e-05,6.679951524103954e-05,6.121535475329841e-05,5.25389999559034e-05,6.913825109288483e-05,6.880947810622063e-05,6.876074175609383e-05,6.223393319219295e-05,5.537119210709979e-05,7.119763822191059e-05,5.512211885642498e-05,5.580685944338014e-05,7.44301547667895e-05,7.866819974613859e-08,3.6407118081027764e-07,5.032365413084754e-07,6.412621668847894e-07,1.1645768068526134e-06,-1.8331361481821194e-07,-3.726377300068691e-07,7.807142501692338e-07,3.723300114499066e-07,1.5926861665629872e-06,-4.1152597703574434e-06,-4.644306321741047e-06,-4.65653651988303e-06,-4.192244220121846e-06,-1.924473120823945e-06
M5_h7_tirex_vs_lightgbm_cov,2.789322112895446e-06,-3.7321530281712877e-06,2.719710985723896e-06,-1.7700138317115874e-06,3.6906991031793363e-06,1.3834138821114326e-06,-4.557954824685164e-06,1.0343085777410665e-06,-3.1594219373173977e-06,1.4207839846049617e-06,8.953131816398516e-06,5.633142976133366e-06,8.41345470309159e-06,5.7491258150739645e-06,9.168276027452136e-06,5.5738462935625476e-05,6.537831027255404e-05,6.450002599743063e-05,6.121535475329841e-05,6.65649731233346e-05,5.467810557422358e-05,6.880239198428533e-05,6.574090513495058e-05,5.9538026775745946e-05,6.367067558324883e-05,4.0962857241737704e-05,5.612730820136712e-05,4.99514451314291e-05,3.6213124641631394e-05,5.5739057333969674e-05,-8.214875093615344e-07,-1.336645217364387e-06,-3.2090794869031154e-08,-2.2908852897208823e-08,6.630220420455452e-07,-8.069380795685953e-07,-2.060973785864391e-06,1.3763508903493048e-07,4.514465781594336e-08,1.273341553186487e-06,-3.4616508780241368e-06,-5.2579417192208184e-06,-4.09764931013749e-06,-3.4078339438168195e-06,-1.4760538833843993e-06
Rohlik_h14_chronos2_vs_lightgbm_cov,-4.423541519331841e-06,1.3316532412213052e-05,-2.6473612309497145e-06,6.268990827122118e-06,-3.3013199485990945e-06,-4.2836211079433495e-06,1.3205023353627881e-05,-2.896475473910685e-07,7.171757750587723e-06,-8.636194435955135e-07,-1.5389916592554394e-05,-4.410914380246781e-06,-1.1851152159828319e-05,-8.452613158660115e-06,-1.2817156019410324e-05,-2.697235785943215e-06,-9.753148968946765e-07,-4.879710257319866e-07,-1.8331361481821194e-07,-8.069380795685953e-07,-1.8010051544058464e-06,3.71534023031763e-07,-1.4491326114890483e-07,6.681598315201701e-07,-5.784025913355059e-07,-4.446929964279849e-06,-2.0521281868541465e-06,-5.517347412439883e-06,-2.6564331552132937e-06,-2.0500921482593424e-06,9.104635682966272e-05,6.20004903448807e-05,9.731866280664361e-05,0.00010421504024650794,0.0001008233671760667,0.00010412482276164513,7.04020279583956e-05,0.0001085491185260645,0.00011826085592930497,0.00012573957846272809,9.38305081385839e-05,5.890117974880654e-05,9.82175169750487e-05,0.00011201646950665954,0.00011688999749920875
Rohlik_h14_chronos_bolt_tiny_vs_lightgbm_cov,-3.358979651974037e-06,1.7805622700976947e-05,-2.67827205146457e-06,7.915697140480412e-06,-1.6185650529912705e-06,-2.1549691058590656e-06,1.792165116457225e-05,3.9627974835462277e-07,9.490940004311342e-06,1.3269368896771453e-06,-1.4829122745154469e-05,-1.3511121685753903e-06,-1.2167189927107787e-05,-7.21246044592577e-06,-1.1774548929030714e-05,-3.2309200824451574e-06,-6.233017298924626e-07,-1.0934257827431758e-06,-3.726377300068691e-07,-2.060973785864391e-06,-3.066066089345369e-06,6.826305848727875e-07,-3.316793474485121e-07,4.068986892411766e-07,-1.2063639838617896e-06,-4.726675086766864e-06,-1.5354189965905817e-06,-6.896305446096058e-06,-2.646285272719984e-06,-2.1892671225337713e-06,6.494077577222087e-05,7.78325764718588e-05,6.952302455021602e-05,7.129811007054523e-05,6.795035439257415e-05,7.04020279583956e-05,8.853463876998315e-05,8.027488599734603e-05,7.903707832246507e-05,8.541271938759341e-05,6.449641836796599e-05,7.865020080839724e-05,7.193764634624191e-05,7.276889768112215e-05,7.818710659974418e-05
Rohlik_h14_moirai2_vs_lightgbm_cov,-2.3867960452791254e-06,1.0367252678549053e-05,-4.4613026922467243e-07,2.493139661298024e-06,3.457753072957771e-07,-3.1480129514275647e-06,1.050670275779209e-05,1.1417526326720714e-06,2.9747150986362624e-06,1.5779085108282059e-06,-1.2835072450249208e-05,-4.128101979966301e-06,-9.68965684958256e-06,-9.919498250873315e-06,-9.84511001455284e-06,-2.3575780418161526e-06,-3.544189839780017e-07,3.573000503825334e-07,7.807142501692338e-07,1.3763508903493048e-07,-1.6083099894735992e-06,2.5861853874930748e-06,2.622945551825819e-06,2.498025015756777e-06,8.241169494894908e-07,-6.9525757065547455e-06,-2.7783771793630826e-06,-6.3410419631951265e-06,-5.840630302403266e-06,-2.676173911100905e-06,0.00010242234221496042,7.52743311357606e-05,0.00013681397394749514,0.0001294351685237038,0.0001278254423011106,0.0001085491185260645,8.027488599734603e-05,0.00014875632046757015,0.00014784341477117573,0.00015914618314072991,9.957934068683896e-05,6.637763870365918e-05,0.00013118514978408677,0.0001367325140716724,0.00015071020374839817
