pair_id,paper_id,study_id,suite_id,task_id,cluster_id,dataset_norm,horizon_bucket,metric_name,model_name,model_scale,has_covariates,zero_shot,metric_num,baseline_metric,baseline_family,log_ratio,delta,delta_rel,vi,source,is_source_b,paired_inference_ok,quality_flag,n_series_num,baseline_n_series
b02_fev_favorita_stores_1w__TimesFM-2.5__WAPE,B02_fev_favorita_stores_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_stores_1w,b02_fev_favorita_stores_1w,Favorita,medium,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.1308,0.1307,ML_TREE,7.648183929220497e-4,9.999999999998899e-5,7.651109410863732e-4,0.001266624445851805,LIT,FALSE,TRUE,Source A benchmark extraction,1579,1579
b02_fev_favorita_stores_1w__Toto-1.0__SQL,B02_fev_favorita_stores_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_stores_1w,b02_fev_favorita_stores_1w,Favorita,medium,SQL,Toto-1.0,8,TRUE,TRUE,2.1277,2.4207,ML_TREE,-0.12901517044289848,-0.29300000000000015,-0.12103936877762636,0.001266624445851805,LIT,FALSE,TRUE,Source A benchmark extraction,1579,1579
b02_fev_favorita_stores_1w__Toto-1.0__MASE,B02_fev_favorita_stores_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_stores_1w,b02_fev_favorita_stores_1w,Favorita,medium,MASE,Toto-1.0,8,TRUE,TRUE,2.508,2.4207,ML_TREE,0.03542886823024074,0.08729999999999993,0.03606394844466474,0.001266624445851805,LIT,FALSE,TRUE,Source A benchmark extraction,1579,1579
b02_fev_favorita_stores_1w__Toto-1.0__WAPE,B02_fev_favorita_stores_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_stores_1w,b02_fev_favorita_stores_1w,Favorita,medium,WAPE,Toto-1.0,8,TRUE,TRUE,0.1511,0.1307,ML_TREE,0.14503724864851758,0.0204,0.15608263198163733,0.001266624445851805,LIT,FALSE,TRUE,Source A benchmark extraction,1579,1579
b02_fev_favorita_transactions_1d__Chronos-2__SQL,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,0.6846,1.323,ML_TREE,-0.6588224380188706,-0.6384,-0.48253968253968255,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Chronos-2__MASE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,0.8494,1.323,ML_TREE,-0.44312694623578486,-0.4735999999999999,-0.35797430083144366,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Chronos-2__WAPE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.0612,0.0814,ML_TREE,-0.2852280834902142,-0.020200000000000003,-0.24815724815724818,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Chronos-Bolt-Base__SQL,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.975,1.323,ML_TREE,-0.30521969311710856,-0.348,-0.26303854875283444,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Chronos-Bolt-Base__MASE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.1515,1.323,ML_TREE,-0.1388364448542158,-0.17149999999999999,-0.12962962962962962,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Chronos-Bolt-Base__WAPE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.0873,0.0814,ML_TREE,0.06997518983706202,0.0059000000000000025,0.07248157248157251,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Moirai-2.0-Small__SQL,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.121,1.323,ML_TREE,-0.16568074104279573,-0.20199999999999996,-0.15268329554043836,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Moirai-2.0-Small__MASE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.33,1.323,ML_TREE,0.005277057100843819,0.007000000000000117,0.00529100529100538,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Moirai-2.0-Small__WAPE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.0837,0.0814,ML_TREE,0.027863704486934898,0.0022999999999999965,0.02825552825552821,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TabPFN-TS__SQL,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.2252,1.323,ML_TREE,-0.07679778915633541,-0.09779999999999989,-0.07392290249433098,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TabPFN-TS__MASE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.6727,1.323,ML_TREE,0.2345372022030075,0.3497000000000001,0.2643235071806501,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TabPFN-TS__WAPE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.0773,0.0814,ML_TREE,-0.05168131741511845,-0.004100000000000006,-0.050368550368550445,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TiRex__SQL,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,SQL,TiRex,7.544068044350276,TRUE,TRUE,1.0314,1.323,ML_TREE,-0.24898478249809694,-0.29159999999999986,-0.22040816326530602,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TiRex__MASE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,MASE,TiRex,7.544068044350276,TRUE,TRUE,1.3493,1.323,ML_TREE,0.0196840543217859,0.02629999999999999,0.019879062736205586,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TiRex__WAPE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.082,0.0814,ML_TREE,0.007343974255758505,6.000000000000033e-4,0.007371007371007412,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TimesFM-2.5__SQL,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.8736,1.323,ML_TREE,-0.4150345591243149,-0.4493999999999999,-0.33968253968253964,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TimesFM-2.5__MASE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.0842,1.323,ML_TREE,-0.19905949728871772,-0.2387999999999999,-0.18049886621315187,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__TimesFM-2.5__WAPE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.0655,0.0814,ML_TREE,-0.2173251303672883,-0.015899999999999997,-0.1953316953316953,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Toto-1.0__SQL,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,SQL,Toto-1.0,8,TRUE,TRUE,1.1139,1.323,ML_TREE,-0.17203451426381167,-0.20910000000000006,-0.15804988662131525,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Toto-1.0__MASE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,MASE,Toto-1.0,8,TRUE,TRUE,1.4307,1.323,ML_TREE,0.07826194985733284,0.10770000000000013,0.08140589569161008,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1d__Toto-1.0__WAPE,B02_fev_favorita_transactions_1D,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1d,b02_fev_favorita_transactions_1d,Favorita,long,WAPE,Toto-1.0,8,TRUE,TRUE,0.0947,0.0814,ML_TREE,0.151338727183538,0.013300000000000006,0.16339066339066347,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1m__Chronos-2__SQL,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,0.9426,1.5469,ML_TREE,-0.49536619275298865,-0.6043,-0.3906522722865085,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Chronos-2__MASE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,1.2531,1.5469,ML_TREE,-0.2106324470713798,-0.29379999999999984,-0.18992824358394197,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Chronos-2__WAPE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.0719,0.1009,ML_TREE,-0.33885366263256217,-0.028999999999999998,-0.2874132804757185,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Chronos-Bolt-Base__SQL,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.3585,1.5469,ML_TREE,-0.12987177837621677,-0.1883999999999999,-0.12179197103885184,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Chronos-Bolt-Base__MASE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.6365,1.5469,ML_TREE,0.05630688669861598,0.08960000000000012,0.05792229620531394,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Chronos-Bolt-Base__WAPE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.0941,0.1009,ML_TREE,-0.0697718807682293,-0.0068000000000000005,-0.06739345887016848,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Moirai-2.0-Small__SQL,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.39,1.5469,ML_TREE,-0.1069491811178818,-0.15690000000000004,-0.10142866377917127,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Moirai-2.0-Small__MASE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.611,1.5469,ML_TREE,0.04060217593435521,0.06410000000000005,0.04143771413795336,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Moirai-2.0-Small__WAPE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.0863,0.1009,ML_TREE,-0.15630032927018106,-0.014600000000000002,-0.14469772051536176,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TabPFN-TS__SQL,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.2438,1.5469,ML_TREE,-0.21808171857283024,-0.3030999999999999,-0.19594026763203823,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TabPFN-TS__MASE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.4262,1.5469,ML_TREE,-0.08123936364841595,-0.12070000000000003,-0.07802702178550652,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TabPFN-TS__WAPE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.0822,0.1009,ML_TREE,-0.20497462529742919,-0.01870000000000001,-0.18533201189296342,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TiRex__SQL,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,SQL,TiRex,7.544068044350276,TRUE,TRUE,1.0893,1.5469,ML_TREE,-0.3507176401542194,-0.4576,-0.2958174413342815,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TiRex__MASE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,MASE,TiRex,7.544068044350276,TRUE,TRUE,1.3596,1.5469,ML_TREE,-0.12906238942065834,-0.18730000000000002,-0.12108087142025989,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TiRex__WAPE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.0772,0.1009,ML_TREE,-0.2677304703288327,-0.0237,-0.2348860257680872,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TimesFM-2.5__SQL,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.1327,1.5469,ML_TREE,-0.3116487650359513,-0.4141999999999999,-0.2677613291098325,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TimesFM-2.5__MASE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,MASE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.3316,1.5469,ML_TREE,-0.14987170154174936,-0.21530000000000005,-0.13918158898442048,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__TimesFM-2.5__WAPE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,WAPE,TimesFM-2.5,8.301029995663981,TRUE,TRUE,0.0742,0.1009,ML_TREE,-0.3073657771862285,-0.0267,-0.26461843409316155,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Toto-1.0__SQL,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,SQL,Toto-1.0,8,TRUE,TRUE,1.3969,1.5469,ML_TREE,-0.10199743250911397,-0.1499999999999999,-0.09696812980800305,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Toto-1.0__MASE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,MASE,Toto-1.0,8,TRUE,TRUE,1.6656,1.5469,ML_TREE,0.07393249061808532,0.11870000000000003,0.07673411338806647,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1m__Toto-1.0__WAPE,B02_fev_favorita_transactions_1M,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1m,b02_fev_favorita_transactions_1m,Favorita,medium,WAPE,Toto-1.0,8,TRUE,TRUE,0.0891,0.1009,ML_TREE,-0.12437059288279965,-0.011800000000000005,-0.11694747274529241,0.0196078431372549,LIT,FALSE,TRUE,Source A benchmark extraction,102,102
b02_fev_favorita_transactions_1w__Chronos-2__SQL,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,SQL,Chronos-2,8.079181246047625,TRUE,TRUE,1.2279,1.4269,ML_TREE,-0.1501988657700626,-0.19900000000000007,-0.13946317191113608,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Chronos-2__MASE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,MASE,Chronos-2,8.079181246047625,TRUE,TRUE,1.4988,1.4269,ML_TREE,0.049160528983002744,0.07189999999999985,0.0503889550774405,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Chronos-2__WAPE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,WAPE,Chronos-2,8.079181246047625,TRUE,TRUE,0.0562,0.0633,ML_TREE,-0.118968572250485,-0.007099999999999995,-0.11216429699842015,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Chronos-Bolt-Base__SQL,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,SQL,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.4283,1.4269,ML_TREE,9.806669320530626e-4,0.0013999999999998458,9.811479430933113e-4,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Chronos-Bolt-Base__MASE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,MASE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,1.7479,1.4269,ML_TREE,0.20291080840451123,0.32099999999999995,0.22496320695213395,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Chronos-Bolt-Base__WAPE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,WAPE,Chronos-Bolt-Base,7.662757831681574,TRUE,TRUE,0.0629,0.0633,ML_TREE,-0.006339165443735654,-3.999999999999976e-4,-0.006319115323854623,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Moirai-2.0-Small__SQL,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,SQL,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.463,1.4269,ML_TREE,0.024984863083594766,0.03610000000000002,0.025299600532623184,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Moirai-2.0-Small__MASE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,MASE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,1.685,1.4269,ML_TREE,0.16626130484993248,0.2581,0.18088163150886535,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__Moirai-2.0-Small__WAPE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,WAPE,Moirai-2.0-Small,7.041392685158225,TRUE,TRUE,0.0672,0.0633,ML_TREE,0.05978791837897343,0.0039000000000000007,0.06161137440758296,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TabPFN-TS__SQL,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,SQL,TabPFN-TS,7.079181246047625,TRUE,TRUE,1.9116,1.4269,ML_TREE,0.2924363287674735,0.4846999999999999,0.33968743429812875,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TabPFN-TS__MASE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,MASE,TabPFN-TS,7.079181246047625,TRUE,TRUE,2.4368,1.4269,ML_TREE,0.5351814442043678,1.0098999999999998,0.7077580769500313,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TabPFN-TS__WAPE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,WAPE,TabPFN-TS,7.079181246047625,TRUE,TRUE,0.071,0.0633,ML_TREE,0.11479454789118482,0.0076999999999999985,0.1216429699842022,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TiRex__SQL,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,SQL,TiRex,7.544068044350276,TRUE,TRUE,1.3836,1.4269,ML_TREE,-0.03081546087351597,-0.043300000000000116,-0.030345504239960835,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TiRex__MASE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,MASE,TiRex,7.544068044350276,TRUE,TRUE,1.7465,1.4269,ML_TREE,0.20210952631035703,0.3195999999999999,0.22398205900904047,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TiRex__WAPE,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,WAPE,TiRex,7.544068044350276,TRUE,TRUE,0.0591,0.0633,ML_TREE,-0.06865440473807789,-0.004199999999999995,-0.06635071090047387,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
b02_fev_favorita_transactions_1w__TimesFM-2.5__SQL,B02_fev_favorita_transactions_1W,shchur_2025_fev_bench,fev-bench,b02_fev_favorita_transactions_1w,b02_fev_favorita_transactions_1w,Favorita,medium,SQL,TimesFM-2.5,8.301029995663981,TRUE,TRUE,1.2228,1.4269,ML_TREE,-0.15436094791985,-0.20409999999999995,-0.14303735370383344,0.0392156862745098,LIT,FALSE,TRUE,Source A benchmark extraction,51,51
