dataset,horizon,model_name,protocol,n_trials,best_validation_trial,best_validation_WAPE_aggregate,test_WAPE_aggregate,test_WAPE_mean,runtime_sec,wall_clock_sec,cost_usd,co2_kg,source_run_dir
M5,7,lightgbm_tuned_cov,recursive,200,176,0.4054568707942962,0.3126597080096934,0.3622877288386493,696.9552180767059,696.9552230834961,0.0011615920301278,0.0037751740979154,source_b_v1_15_m5_h7_lightgbm_tuned_cov_200trial
M5,7,lightgbm_tuned_direct,direct,200,97,0.399405300617218,0.3200791715514524,0.3710224541826709,4412.465821027756,4412.465823173523,0.0073541097017129,0.023900856530567,source_b_v1_15_m5_h7_lightgbm_tuned_direct_200trial
M5,14,lightgbm_tuned_cov,recursive,200,64,0.3716203272342682,0.330436659660286,0.3829416991801906,816.9071080684662,816.907112121582,0.0013615118467807,0.0044249135020375,source_b_v1_15_m5_h14_lightgbm_tuned_cov_200trial
M5,14,lightgbm_tuned_direct,direct,200,95,0.4127042591571808,0.3310187603820479,0.3883518114063997,2510.8156349658966,2510.8156368732452,0.0041846927249431,0.0136002513560652,source_b_v1_15_m5_h14_lightgbm_tuned_direct_200trial
M5,28,lightgbm_tuned_cov,recursive,200,83,0.5041182637214661,0.3724612367007398,0.4360989701435081,838.1093380451202,838.1093471050262,0.0013968488967418,0.004539758914411,source_b_v1_15_m5_h28_lightgbm_tuned_cov_200trial
M5,28,lightgbm_tuned_direct,direct,200,30,0.4852802753448486,0.3603068736375232,0.4300003114358011,1936.8932089805603,1936.8932101726532,0.0032281553483009,0.010491504881978,source_b_v1_15_m5_h28_lightgbm_tuned_direct_200trial
